file_path,emotion,speaker_id,gender,dataset,mel_path,mel3_path,mfcc_path,label
data/savee\JE_d03.wav,disgust,savee_JE,male,savee,mel_spectrograms\savee_savee_JE_04185.npy,mel_3channel\savee_savee_JE_04185.npy,mfccs\savee_savee_JE_04185.npy,1
data/ravdess\Actor_01\03-01-04-02-01-02-01.wav,sad,ravdess_01,male,ravdess,mel_spectrograms\ravdess_ravdess_01_00017.npy,mel_3channel\ravdess_ravdess_01_00017.npy,mfccs\ravdess_ravdess_01_00017.npy,5
data/tess\YAF_fear\YAF_shall_fear.wav,fearful,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03198.npy,mel_3channel\tess_tess_YAF_03198.npy,mfccs\tess_tess_YAF_03198.npy,2
data/ravdess\Actor_02\03-01-01-01-02-01-02.wav,neutral,ravdess_02,female,ravdess,mel_spectrograms\ravdess_ravdess_02_00054.npy,mel_3channel\ravdess_ravdess_02_00054.npy,mfccs\ravdess_ravdess_02_00054.npy,4
data/tess\OAF_angry\OAF_have_angry.wav,angry,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_01906.npy,mel_3channel\tess_tess_OAF_01906.npy,mfccs\tess_tess_OAF_01906.npy,0
data/ravdess\Actor_05\03-01-04-02-02-01-05.wav,sad,ravdess_05,male,ravdess,mel_spectrograms\ravdess_ravdess_05_00226.npy,mel_3channel\ravdess_ravdess_05_00226.npy,mfccs\ravdess_ravdess_05_00226.npy,5
data/ravdess\Actor_20\03-01-08-02-01-01-20.wav,surprised,ravdess_20,female,ravdess,mel_spectrograms\ravdess_ravdess_20_01036.npy,mel_3channel\ravdess_ravdess_20_01036.npy,mfccs\ravdess_ravdess_20_01036.npy,6
data/tess\YAF_disgust\YAF_knock_disgust.wav,disgust,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_02927.npy,mel_3channel\tess_tess_YAF_02927.npy,mfccs\tess_tess_YAF_02927.npy,1
data/tess\OAF_Sad\OAF_lease_sad.wav,sad,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_01732.npy,mel_3channel\tess_tess_OAF_01732.npy,mfccs\tess_tess_OAF_01732.npy,5
data/tess\OAF_happy\OAF_void_happy.wav,happy,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_02430.npy,mel_3channel\tess_tess_OAF_02430.npy,mfccs\tess_tess_OAF_02430.npy,3
data/ravdess\Actor_23\03-01-01-01-01-01-23.wav,neutral,ravdess_23,male,ravdess,mel_spectrograms\ravdess_ravdess_23_01144.npy,mel_3channel\ravdess_ravdess_23_01144.npy,mfccs\ravdess_ravdess_23_01144.npy,4
data/ravdess\Actor_07\03-01-05-02-01-02-07.wav,angry,ravdess_07,male,ravdess,mel_spectrograms\ravdess_ravdess_07_00337.npy,mel_3channel\ravdess_ravdess_07_00337.npy,mfccs\ravdess_ravdess_07_00337.npy,0
data/ravdess\Actor_07\03-01-05-02-02-02-07.wav,angry,ravdess_07,male,ravdess,mel_spectrograms\ravdess_ravdess_07_00339.npy,mel_3channel\ravdess_ravdess_07_00339.npy,mfccs\ravdess_ravdess_07_00339.npy,0
data/ravdess\Actor_02\03-01-05-01-01-02-02.wav,angry,ravdess_02,female,ravdess,mel_spectrograms\ravdess_ravdess_02_00073.npy,mel_3channel\ravdess_ravdess_02_00073.npy,mfccs\ravdess_ravdess_02_00073.npy,0
data/savee\JE_n19.wav,neutral,savee_JE,male,savee,mel_spectrograms\savee_savee_JE_04246.npy,mel_3channel\savee_savee_JE_04246.npy,mfccs\savee_savee_JE_04246.npy,4
data/tess\YAF_disgust\YAF_merge_disgust.wav,disgust,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_02946.npy,mel_3channel\tess_tess_YAF_02946.npy,mfccs\tess_tess_YAF_02946.npy,1
data/savee\DC_a04.wav,angry,savee_DC,male,savee,mel_spectrograms\savee_savee_DC_04051.npy,mel_3channel\savee_savee_DC_04051.npy,mfccs\savee_savee_DC_04051.npy,0
data/ravdess\Actor_04\03-01-03-02-02-02-04.wav,happy,ravdess_04,female,ravdess,mel_spectrograms\ravdess_ravdess_04_00167.npy,mel_3channel\ravdess_ravdess_04_00167.npy,mfccs\ravdess_ravdess_04_00167.npy,3
data/ravdess\Actor_11\03-01-05-01-01-02-11.wav,angry,ravdess_11,male,ravdess,mel_spectrograms\ravdess_ravdess_11_00541.npy,mel_3channel\ravdess_ravdess_11_00541.npy,mfccs\ravdess_ravdess_11_00541.npy,0
data/ravdess\Actor_19\03-01-06-02-01-02-19.wav,fearful,ravdess_19,male,ravdess,mel_spectrograms\ravdess_ravdess_19_00969.npy,mel_3channel\ravdess_ravdess_19_00969.npy,mfccs\ravdess_ravdess_19_00969.npy,2
data/tess\YAF_happy\YAF_seize_happy.wav,happy,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03395.npy,mel_3channel\tess_tess_YAF_03395.npy,mfccs\tess_tess_YAF_03395.npy,3
data/ravdess\Actor_05\03-01-07-01-02-02-05.wav,disgust,ravdess_05,male,ravdess,mel_spectrograms\ravdess_ravdess_05_00247.npy,mel_3channel\ravdess_ravdess_05_00247.npy,mfccs\ravdess_ravdess_05_00247.npy,1
data/tess\YAF_fear\YAF_rush_fear.wav,fearful,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03191.npy,mel_3channel\tess_tess_YAF_03191.npy,mfccs\tess_tess_YAF_03191.npy,2
data/ravdess\Actor_05\03-01-04-01-01-02-05.wav,sad,ravdess_05,male,ravdess,mel_spectrograms\ravdess_ravdess_05_00221.npy,mel_3channel\ravdess_ravdess_05_00221.npy,mfccs\ravdess_ravdess_05_00221.npy,5
data/savee\DC_d07.wav,disgust,savee_DC,male,savee,mel_spectrograms\savee_savee_DC_04069.npy,mel_3channel\savee_savee_DC_04069.npy,mfccs\savee_savee_DC_04069.npy,1
data/tess\YAF_pleasant_surprised\YAF_numb_ps.wav,surprised,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03762.npy,mel_3channel\tess_tess_YAF_03762.npy,mfccs\tess_tess_YAF_03762.npy,6
data/tess\OAF_Pleasant_surprise\OAF_size_ps.wav,surprised,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_01604.npy,mel_3channel\tess_tess_OAF_01604.npy,mfccs\tess_tess_OAF_01604.npy,6
data/tess\OAF_Sad\OAF_bar_sad.wav,sad,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_01649.npy,mel_3channel\tess_tess_OAF_01649.npy,mfccs\tess_tess_OAF_01649.npy,5
data/ravdess\Actor_23\03-01-05-01-01-01-23.wav,angry,ravdess_23,male,ravdess,mel_spectrograms\ravdess_ravdess_23_01164.npy,mel_3channel\ravdess_ravdess_23_01164.npy,mfccs\ravdess_ravdess_23_01164.npy,0
data/tess\OAF_Pleasant_surprise\OAF_goose_ps.wav,surprised,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_01500.npy,mel_3channel\tess_tess_OAF_01500.npy,mfccs\tess_tess_OAF_01500.npy,6
data/tess\OAF_Pleasant_surprise\OAF_hole_ps.wav,surprised,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_01510.npy,mel_3channel\tess_tess_OAF_01510.npy,mfccs\tess_tess_OAF_01510.npy,6
data/ravdess\Actor_12\03-01-08-02-01-01-12.wav,surprised,ravdess_12,female,ravdess,mel_spectrograms\ravdess_ravdess_12_00620.npy,mel_3channel\ravdess_ravdess_12_00620.npy,mfccs\ravdess_ravdess_12_00620.npy,6
data/tess\YAF_fear\YAF_kill_fear.wav,fearful,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03124.npy,mel_3channel\tess_tess_YAF_03124.npy,mfccs\tess_tess_YAF_03124.npy,2
data/tess\YAF_angry\YAF_youth_angry.wav,angry,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_02847.npy,mel_3channel\tess_tess_YAF_02847.npy,mfccs\tess_tess_YAF_02847.npy,0
data/tess\YAF_happy\YAF_near_happy.wav,happy,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03358.npy,mel_3channel\tess_tess_YAF_03358.npy,mfccs\tess_tess_YAF_03358.npy,3
data/tess\YAF_disgust\YAF_mill_disgust.wav,disgust,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_02949.npy,mel_3channel\tess_tess_YAF_02949.npy,mfccs\tess_tess_YAF_02949.npy,1
data/tess\YAF_pleasant_surprised\YAF_burn_ps.wav,surprised,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03659.npy,mel_3channel\tess_tess_YAF_03659.npy,mfccs\tess_tess_YAF_03659.npy,6
data/ravdess\Actor_12\03-01-07-01-01-01-12.wav,disgust,ravdess_12,female,ravdess,mel_spectrograms\ravdess_ravdess_12_00608.npy,mel_3channel\ravdess_ravdess_12_00608.npy,mfccs\ravdess_ravdess_12_00608.npy,1
data/tess\YAF_pleasant_surprised\YAF_whip_ps.wav,surprised,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03839.npy,mel_3channel\tess_tess_YAF_03839.npy,mfccs\tess_tess_YAF_03839.npy,6
data/savee\JK_n29.wav,neutral,savee_JK,male,savee,mel_spectrograms\savee_savee_JK_04376.npy,mel_3channel\savee_savee_JK_04376.npy,mfccs\savee_savee_JK_04376.npy,4
data/ravdess\Actor_12\03-01-03-02-01-02-12.wav,happy,ravdess_12,female,ravdess,mel_spectrograms\ravdess_ravdess_12_00581.npy,mel_3channel\ravdess_ravdess_12_00581.npy,mfccs\ravdess_ravdess_12_00581.npy,3
data/ravdess\Actor_04\03-01-05-01-01-01-04.wav,angry,ravdess_04,female,ravdess,mel_spectrograms\ravdess_ravdess_04_00176.npy,mel_3channel\ravdess_ravdess_04_00176.npy,mfccs\ravdess_ravdess_04_00176.npy,0
data/tess\OAF_disgust\OAF_home_disgust.wav,disgust,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_02111.npy,mel_3channel\tess_tess_OAF_02111.npy,mfccs\tess_tess_OAF_02111.npy,1
data/ravdess\Actor_10\03-01-01-01-01-01-10.wav,neutral,ravdess_10,female,ravdess,mel_spectrograms\ravdess_ravdess_10_00468.npy,mel_3channel\ravdess_ravdess_10_00468.npy,mfccs\ravdess_ravdess_10_00468.npy,4
data/tess\YAF_pleasant_surprised\YAF_food_ps.wav,surprised,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03691.npy,mel_3channel\tess_tess_YAF_03691.npy,mfccs\tess_tess_YAF_03691.npy,6
data/tess\OAF_Pleasant_surprise\OAF_pass_ps.wav,surprised,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_01566.npy,mel_3channel\tess_tess_OAF_01566.npy,mfccs\tess_tess_OAF_01566.npy,6
data/tess\OAF_Sad\OAF_red_sad.wav,sad,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_01783.npy,mel_3channel\tess_tess_OAF_01783.npy,mfccs\tess_tess_OAF_01783.npy,5
data/tess\OAF_Fear\OAF_turn_fear.wav,fearful,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_01427.npy,mel_3channel\tess_tess_OAF_01427.npy,mfccs\tess_tess_OAF_01427.npy,2
data/tess\OAF_Pleasant_surprise\OAF_thumb_ps.wav,surprised,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_01620.npy,mel_3channel\tess_tess_OAF_01620.npy,mfccs\tess_tess_OAF_01620.npy,6
data/tess\YAF_fear\YAF_seize_fear.wav,fearful,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03195.npy,mel_3channel\tess_tess_YAF_03195.npy,mfccs\tess_tess_YAF_03195.npy,2
data/tess\YAF_disgust\YAF_love_disgust.wav,disgust,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_02942.npy,mel_3channel\tess_tess_YAF_02942.npy,mfccs\tess_tess_YAF_02942.npy,1
data/tess\OAF_Pleasant_surprise\OAF_book_ps.wav,surprised,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_01457.npy,mel_3channel\tess_tess_OAF_01457.npy,mfccs\tess_tess_OAF_01457.npy,6
data/ravdess\Actor_02\03-01-08-01-01-01-02.wav,surprised,ravdess_02,female,ravdess,mel_spectrograms\ravdess_ravdess_02_00096.npy,mel_3channel\ravdess_ravdess_02_00096.npy,mfccs\ravdess_ravdess_02_00096.npy,6
data/tess\YAF_pleasant_surprised\YAF_voice_ps.wav,surprised,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03829.npy,mel_3channel\tess_tess_YAF_03829.npy,mfccs\tess_tess_YAF_03829.npy,6
data/ravdess\Actor_11\03-01-07-01-01-01-11.wav,disgust,ravdess_11,male,ravdess,mel_spectrograms\ravdess_ravdess_11_00556.npy,mel_3channel\ravdess_ravdess_11_00556.npy,mfccs\ravdess_ravdess_11_00556.npy,1
data/tess\YAF_neutral\YAF_beg_neutral.wav,neutral,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03453.npy,mel_3channel\tess_tess_YAF_03453.npy,mfccs\tess_tess_YAF_03453.npy,4
data/savee\DC_sa01.wav,sad,savee_DC,male,savee,mel_spectrograms\savee_savee_DC_04138.npy,mel_3channel\savee_savee_DC_04138.npy,mfccs\savee_savee_DC_04138.npy,5
data/ravdess\Actor_15\03-01-05-02-01-02-15.wav,angry,ravdess_15,male,ravdess,mel_spectrograms\ravdess_ravdess_15_00753.npy,mel_3channel\ravdess_ravdess_15_00753.npy,mfccs\ravdess_ravdess_15_00753.npy,0
data/tess\YAF_disgust\YAF_voice_disgust.wav,disgust,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03029.npy,mel_3channel\tess_tess_YAF_03029.npy,mfccs\tess_tess_YAF_03029.npy,1
data/tess\OAF_neutral\OAF_bath_neutral.wav,neutral,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_02451.npy,mel_3channel\tess_tess_OAF_02451.npy,mfccs\tess_tess_OAF_02451.npy,4
data/tess\OAF_disgust\OAF_wash_disgust.wav,disgust,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_02234.npy,mel_3channel\tess_tess_OAF_02234.npy,mfccs\tess_tess_OAF_02234.npy,1
data/ravdess\Actor_06\03-01-03-02-01-01-06.wav,happy,ravdess_06,female,ravdess,mel_spectrograms\ravdess_ravdess_06_00268.npy,mel_3channel\ravdess_ravdess_06_00268.npy,mfccs\ravdess_ravdess_06_00268.npy,3
data/tess\OAF_angry\OAF_burn_angry.wav,angry,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_01859.npy,mel_3channel\tess_tess_OAF_01859.npy,mfccs\tess_tess_OAF_01859.npy,0
data/tess\OAF_angry\OAF_shawl_angry.wav,angry,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_01999.npy,mel_3channel\tess_tess_OAF_01999.npy,mfccs\tess_tess_OAF_01999.npy,0
data/tess\YAF_fear\YAF_road_fear.wav,fearful,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03186.npy,mel_3channel\tess_tess_YAF_03186.npy,mfccs\tess_tess_YAF_03186.npy,2
data/ravdess\Actor_19\03-01-07-02-02-01-19.wav,disgust,ravdess_19,male,ravdess,mel_spectrograms\ravdess_ravdess_19_00978.npy,mel_3channel\ravdess_ravdess_19_00978.npy,mfccs\ravdess_ravdess_19_00978.npy,1
data/tess\OAF_Fear\OAF_take_fear.wav,fearful,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_01412.npy,mel_3channel\tess_tess_OAF_01412.npy,mfccs\tess_tess_OAF_01412.npy,2
data/ravdess\Actor_04\03-01-05-01-01-02-04.wav,angry,ravdess_04,female,ravdess,mel_spectrograms\ravdess_ravdess_04_00177.npy,mel_3channel\ravdess_ravdess_04_00177.npy,mfccs\ravdess_ravdess_04_00177.npy,0
data/tess\YAF_sad\YAF_keg_sad.wav,sad,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03922.npy,mel_3channel\tess_tess_YAF_03922.npy,mfccs\tess_tess_YAF_03922.npy,5
data/tess\YAF_disgust\YAF_tire_disgust.wav,disgust,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03023.npy,mel_3channel\tess_tess_YAF_03023.npy,mfccs\tess_tess_YAF_03023.npy,1
data/ravdess\Actor_19\03-01-01-01-01-02-19.wav,neutral,ravdess_19,male,ravdess,mel_spectrograms\ravdess_ravdess_19_00937.npy,mel_3channel\ravdess_ravdess_19_00937.npy,mfccs\ravdess_ravdess_19_00937.npy,4
data/savee\JE_d01.wav,disgust,savee_JE,male,savee,mel_spectrograms\savee_savee_JE_04183.npy,mel_3channel\savee_savee_JE_04183.npy,mfccs\savee_savee_JE_04183.npy,1
data/tess\OAF_Fear\OAF_cab_fear.wav,fearful,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_01260.npy,mel_3channel\tess_tess_OAF_01260.npy,mfccs\tess_tess_OAF_01260.npy,2
data/tess\OAF_disgust\OAF_vote_disgust.wav,disgust,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_02231.npy,mel_3channel\tess_tess_OAF_02231.npy,mfccs\tess_tess_OAF_02231.npy,1
data/tess\OAF_neutral\OAF_hall_neutral.wav,neutral,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_02502.npy,mel_3channel\tess_tess_OAF_02502.npy,mfccs\tess_tess_OAF_02502.npy,4
data/tess\OAF_happy\OAF_name_happy.wav,happy,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_02357.npy,mel_3channel\tess_tess_OAF_02357.npy,mfccs\tess_tess_OAF_02357.npy,3
data/ravdess\Actor_20\03-01-06-02-02-01-20.wav,fearful,ravdess_20,female,ravdess,mel_spectrograms\ravdess_ravdess_20_01022.npy,mel_3channel\ravdess_ravdess_20_01022.npy,mfccs\ravdess_ravdess_20_01022.npy,2
data/tess\YAF_pleasant_surprised\YAF_hole_ps.wav,surprised,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03710.npy,mel_3channel\tess_tess_YAF_03710.npy,mfccs\tess_tess_YAF_03710.npy,6
data/savee\JK_n02.wav,neutral,savee_JK,male,savee,mel_spectrograms\savee_savee_JK_04349.npy,mel_3channel\savee_savee_JK_04349.npy,mfccs\savee_savee_JK_04349.npy,4
data/tess\YAF_fear\YAF_hash_fear.wav,fearful,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03104.npy,mel_3channel\tess_tess_YAF_03104.npy,mfccs\tess_tess_YAF_03104.npy,2
data/tess\OAF_Fear\OAF_gun_fear.wav,fearful,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_01301.npy,mel_3channel\tess_tess_OAF_01301.npy,mfccs\tess_tess_OAF_01301.npy,2
data/ravdess\Actor_06\03-01-08-01-02-01-06.wav,surprised,ravdess_06,female,ravdess,mel_spectrograms\ravdess_ravdess_06_00306.npy,mel_3channel\ravdess_ravdess_06_00306.npy,mfccs\ravdess_ravdess_06_00306.npy,6
data/tess\YAF_fear\YAF_mob_fear.wav,fearful,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03150.npy,mel_3channel\tess_tess_YAF_03150.npy,mfccs\tess_tess_YAF_03150.npy,2
data/tess\OAF_neutral\OAF_nag_neutral.wav,neutral,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_02555.npy,mel_3channel\tess_tess_OAF_02555.npy,mfccs\tess_tess_OAF_02555.npy,4
data/savee\JK_f07.wav,fearful,savee_JK,male,savee,mel_spectrograms\savee_savee_JK_04324.npy,mel_3channel\savee_savee_JK_04324.npy,mfccs\savee_savee_JK_04324.npy,2
data/ravdess\Actor_04\03-01-04-01-02-02-04.wav,sad,ravdess_04,female,ravdess,mel_spectrograms\ravdess_ravdess_04_00171.npy,mel_3channel\ravdess_ravdess_04_00171.npy,mfccs\ravdess_ravdess_04_00171.npy,5
data/tess\YAF_disgust\YAF_ring_disgust.wav,disgust,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_02984.npy,mel_3channel\tess_tess_YAF_02984.npy,mfccs\tess_tess_YAF_02984.npy,1
data/savee\JK_sa06.wav,sad,savee_JK,male,savee,mel_spectrograms\savee_savee_JK_04383.npy,mel_3channel\savee_savee_JK_04383.npy,mfccs\savee_savee_JK_04383.npy,5
data/savee\JE_d05.wav,disgust,savee_JE,male,savee,mel_spectrograms\savee_savee_JE_04187.npy,mel_3channel\savee_savee_JE_04187.npy,mfccs\savee_savee_JE_04187.npy,1
data/tess\OAF_angry\OAF_nag_angry.wav,angry,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_01956.npy,mel_3channel\tess_tess_OAF_01956.npy,mfccs\tess_tess_OAF_01956.npy,0
data/tess\OAF_Pleasant_surprise\OAF_cheek_ps.wav,surprised,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_01469.npy,mel_3channel\tess_tess_OAF_01469.npy,mfccs\tess_tess_OAF_01469.npy,6
data/tess\OAF_angry\OAF_whip_angry.wav,angry,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_02039.npy,mel_3channel\tess_tess_OAF_02039.npy,mfccs\tess_tess_OAF_02039.npy,0
data/ravdess\Actor_13\03-01-07-02-02-02-13.wav,disgust,ravdess_13,male,ravdess,mel_spectrograms\ravdess_ravdess_13_00667.npy,mel_3channel\ravdess_ravdess_13_00667.npy,mfccs\ravdess_ravdess_13_00667.npy,1
data/ravdess\Actor_01\03-01-08-02-01-01-01.wav,surprised,ravdess_01,male,ravdess,mel_spectrograms\ravdess_ravdess_01_00048.npy,mel_3channel\ravdess_ravdess_01_00048.npy,mfccs\ravdess_ravdess_01_00048.npy,6
data/tess\YAF_sad\YAF_hate_sad.wav,sad,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03905.npy,mel_3channel\tess_tess_YAF_03905.npy,mfccs\tess_tess_YAF_03905.npy,5
data/tess\OAF_Pleasant_surprise\OAF_luck_ps.wav,surprised,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_01543.npy,mel_3channel\tess_tess_OAF_01543.npy,mfccs\tess_tess_OAF_01543.npy,6
data/savee\DC_n20.wav,neutral,savee_DC,male,savee,mel_spectrograms\savee_savee_DC_04127.npy,mel_3channel\savee_savee_DC_04127.npy,mfccs\savee_savee_DC_04127.npy,4
data/tess\OAF_Sad\OAF_yes_sad.wav,sad,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_01845.npy,mel_3channel\tess_tess_OAF_01845.npy,mfccs\tess_tess_OAF_01845.npy,5
data/tess\YAF_fear\YAF_wag_fear.wav,fearful,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03232.npy,mel_3channel\tess_tess_YAF_03232.npy,mfccs\tess_tess_YAF_03232.npy,2
data/tess\YAF_disgust\YAF_check_disgust.wav,disgust,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_02868.npy,mel_3channel\tess_tess_YAF_02868.npy,mfccs\tess_tess_YAF_02868.npy,1
data/tess\YAF_angry\YAF_germ_angry.wav,angry,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_02695.npy,mel_3channel\tess_tess_YAF_02695.npy,mfccs\tess_tess_YAF_02695.npy,0
data/ravdess\Actor_05\03-01-04-02-01-02-05.wav,sad,ravdess_05,male,ravdess,mel_spectrograms\ravdess_ravdess_05_00225.npy,mel_3channel\ravdess_ravdess_05_00225.npy,mfccs\ravdess_ravdess_05_00225.npy,5
data/tess\YAF_happy\YAF_pike_happy.wav,happy,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03372.npy,mel_3channel\tess_tess_YAF_03372.npy,mfccs\tess_tess_YAF_03372.npy,3
data/ravdess\Actor_05\03-01-04-01-02-01-05.wav,sad,ravdess_05,male,ravdess,mel_spectrograms\ravdess_ravdess_05_00222.npy,mel_3channel\ravdess_ravdess_05_00222.npy,mfccs\ravdess_ravdess_05_00222.npy,5
data/savee\JK_f09.wav,fearful,savee_JK,male,savee,mel_spectrograms\savee_savee_JK_04326.npy,mel_3channel\savee_savee_JK_04326.npy,mfccs\savee_savee_JK_04326.npy,2
data/tess\OAF_happy\OAF_knock_happy.wav,happy,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_02327.npy,mel_3channel\tess_tess_OAF_02327.npy,mfccs\tess_tess_OAF_02327.npy,3
data/tess\OAF_Pleasant_surprise\OAF_chalk_ps.wav,surprised,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_01466.npy,mel_3channel\tess_tess_OAF_01466.npy,mfccs\tess_tess_OAF_01466.npy,6
data/tess\YAF_disgust\YAF_chat_disgust.wav,disgust,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_02867.npy,mel_3channel\tess_tess_YAF_02867.npy,mfccs\tess_tess_YAF_02867.npy,1
data/tess\YAF_sad\YAF_chief_sad.wav,sad,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03870.npy,mel_3channel\tess_tess_YAF_03870.npy,mfccs\tess_tess_YAF_03870.npy,5
data/tess\OAF_Fear\OAF_kick_fear.wav,fearful,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_01323.npy,mel_3channel\tess_tess_OAF_01323.npy,mfccs\tess_tess_OAF_01323.npy,2
data/tess\YAF_sad\YAF_soup_sad.wav,sad,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_04006.npy,mel_3channel\tess_tess_YAF_04006.npy,mfccs\tess_tess_YAF_04006.npy,5
data/tess\YAF_neutral\YAF_laud_neutral.wav,neutral,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03529.npy,mel_3channel\tess_tess_YAF_03529.npy,mfccs\tess_tess_YAF_03529.npy,4
data/tess\OAF_disgust\OAF_tire_disgust.wav,disgust,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_02223.npy,mel_3channel\tess_tess_OAF_02223.npy,mfccs\tess_tess_OAF_02223.npy,1
data/tess\OAF_angry\OAF_gin_angry.wav,angry,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_01897.npy,mel_3channel\tess_tess_OAF_01897.npy,mfccs\tess_tess_OAF_01897.npy,0
data/ravdess\Actor_01\03-01-07-01-01-02-01.wav,disgust,ravdess_01,male,ravdess,mel_spectrograms\ravdess_ravdess_01_00037.npy,mel_3channel\ravdess_ravdess_01_00037.npy,mfccs\ravdess_ravdess_01_00037.npy,1
data/savee\JE_a09.wav,angry,savee_JE,male,savee,mel_spectrograms\savee_savee_JE_04176.npy,mel_3channel\savee_savee_JE_04176.npy,mfccs\savee_savee_JE_04176.npy,0
data/tess\YAF_sad\YAF_gin_sad.wav,sad,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03897.npy,mel_3channel\tess_tess_YAF_03897.npy,mfccs\tess_tess_YAF_03897.npy,5
data/tess\YAF_happy\YAF_half_happy.wav,happy,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03302.npy,mel_3channel\tess_tess_YAF_03302.npy,mfccs\tess_tess_YAF_03302.npy,3
data/tess\YAF_sad\YAF_sell_sad.wav,sad,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03996.npy,mel_3channel\tess_tess_YAF_03996.npy,mfccs\tess_tess_YAF_03996.npy,5
data/tess\YAF_disgust\YAF_raise_disgust.wav,disgust,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_02979.npy,mel_3channel\tess_tess_YAF_02979.npy,mfccs\tess_tess_YAF_02979.npy,1
data/tess\YAF_sad\YAF_goose_sad.wav,sad,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03900.npy,mel_3channel\tess_tess_YAF_03900.npy,mfccs\tess_tess_YAF_03900.npy,5
